home_planet,cryo_sleep,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,transported,passenger_group,passenger_num,cabin_deck,cabin_num,cabin_side,total_bill,cabin_update
Europa,FALSE,TRAPPIST-1e,44.0,FALSE,0.0,0.0,16.0,72.0,4304.0,FALSE,7186,03,E,461,P,4392.0,E/461/P
Earth,TRUE,PSO J318.5-22,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7187,01,G,1158,P,0.0,G/1158/P
Europa,FALSE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7188,01,C,233,P,0.0,C/233/P
Europa,FALSE,TRAPPIST-1e,28.0,FALSE,0.0,2896.0,46.0,5248.0,8169.0,FALSE,7188,02,C,233,P,16359.0,C/233/P
Europa,TRUE,TRAPPIST-1e,27.0,TRUE,0.0,0.0,0.0,0.0,0.0,TRUE,7188,03,C,233,P,0.0,C/233/P
Europa,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7189,01,C,234,P,0.0,C/234/P
Earth,TRUE,55 Cancri e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7190,01,G,1171,S,0.0,G/1171/S
Earth,FALSE,TRAPPIST-1e,14.0,FALSE,0.0,0.0,766.0,0.0,0.0,FALSE,7191,01,F,1490,P,766.0,F/1490/P
Earth,TRUE,TRAPPIST-1e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7192,01,G,1172,S,0.0,G/1172/S
Earth,FALSE,TRAPPIST-1e,35.0,FALSE,150.0,0.0,96.0,638.0,0.0,TRUE,7193,01,F,1381,S,884.0,F/1381/S
Earth,FALSE,TRAPPIST-1e,36.0,FALSE,0.0,129.0,0.0,177.0,444.0,FALSE,7194,01,F,1382,S,750.0,F/1382/S
Mars,FALSE,TRAPPIST-1e,51.0,FALSE,106.0,1942.0,115.0,0.0,0.0,FALSE,7197,01,F,1383,S,1429.800305732694,F/1383/S
Earth,FALSE,TRAPPIST-1e,54.0,FALSE,1.0,0.0,109.0,1266.505161399861,1.0,FALSE,7199,01,G,1174,S,1418.3795980775135,G/1174/S
Europa,FALSE,TRAPPIST-1e,37.0,FALSE,300.0,3434.0,0.0,1.0,171.0,TRUE,7200,01,C,264,S,3906.0,C/264/S
Earth,FALSE,TRAPPIST-1e,37.0,FALSE,541.0,38.0,713.0,316.0,0.0,FALSE,7202,01,E,462,P,1608.0,E/462/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,1.0,194.0,0.0,0.0,632.0,TRUE,7203,01,E,463,P,827.0,E/463/P
Mars,FALSE,TRAPPIST-1e,30.728065321947405,FALSE,1030.0,0.0,158.0,0.0,28.0,FALSE,7205,01,F,1386,S,1216.0,F/1386/S
Earth,FALSE,TRAPPIST-1e,38.0,FALSE,622.0,1319.0,42.0,1.0,444.0,FALSE,7206,01,F,1387,S,2428.0,F/1387/S
Earth,TRUE,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7207,01,G,1160,P,0.0,G/1160/P
Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7208,01,G,1161,P,0.0,G/1161/P
Earth,FALSE,TRAPPIST-1e,16.0,FALSE,23.0,479.0,0.0,0.0,373.0,FALSE,7208,02,F,1492,P,875.0,F/1492/P
Earth,FALSE,TRAPPIST-1e,25.0,FALSE,0.0,0.0,879.0,0.0,0.0,FALSE,7210,01,F,1493,P,879.0,F/1493/P
Earth,FALSE,55 Cancri e,22.0,FALSE,30.0,0.0,690.0,41.0,0.0,TRUE,7214,01,F,1389,S,761.0,F/1389/S
Mars,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7215,01,F,1494,P,0.0,F/1494/P
Earth,FALSE,PSO J318.5-22,37.0,FALSE,501.0,0.0,179.0,1.0,0.0,TRUE,7216,01,E,464,P,681.0,E/464/P
Mars,FALSE,TRAPPIST-1e,21.0,FALSE,21.0,0.0,874.0,226.0,0.0,TRUE,7217,01,F,1495,P,1121.0,F/1495/P
Europa,FALSE,TRAPPIST-1e,53.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7218,01,B,271,S,0.0,B/271/S
Europa,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7219,01,C,235,P,0.0,C/235/P
Europa,TRUE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7219,02,C,235,P,0.0,C/235/P
Europa,TRUE,TRAPPIST-1e,64.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7219,03,C,235,P,0.0,C/235/P
Europa,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,2921.0,5.0,795.0,3155.0,FALSE,7219,04,C,58,P,6876.0,C/58/P
Europa,TRUE,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7219,05,C,235,P,0.0,C/235/P
Europa,FALSE,TRAPPIST-1e,32.0,FALSE,0.0,163.0,0.0,6953.0,50.0,FALSE,7219,06,C,235,P,7166.0,C/235/P
Europa,FALSE,55 Cancri e,54.0,TRUE,0.0,316.0,1.0,2038.0,388.0,FALSE,7221,01,B,239,P,2743.0,B/239/P
Earth,TRUE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7224,01,G,1175,S,0.0,G/1175/S
Europa,FALSE,55 Cancri e,37.0,FALSE,0.0,1379.0,130.0,1488.0,75.0,FALSE,7225,01,A,77,P,3072.0,A/77/P
Mars,FALSE,TRAPPIST-1e,20.0,FALSE,3191.0,0.0,211.0,21.0,117.0,FALSE,7226,01,E,481,S,3540.0,E/481/S
Mars,FALSE,TRAPPIST-1e,22.0,FALSE,741.0,0.0,1028.0,0.0,0.0,FALSE,7227,01,F,1497,P,1769.0,F/1497/P
Earth,FALSE,PSO J318.5-22,57.0,FALSE,0.0,1.0,0.0,664.0,19.0,FALSE,7229,01,F,1391,S,684.0,F/1391/S
Earth,TRUE,TRAPPIST-1e,34.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7230,01,G,1177,S,0.0,G/1177/S
Europa,FALSE,TRAPPIST-1e,51.0,FALSE,0.0,980.0,273.0,2775.0,419.0,FALSE,7232,01,B,240,P,4447.0,B/240/P
Mars,TRUE,TRAPPIST-1e,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7233,01,E,465,P,0.0,E/465/P
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,593.0,34.0,0.0,0.0,0.0,FALSE,7234,01,G,1163,P,627.0,G/1163/P
Europa,FALSE,TRAPPIST-1e,36.0,FALSE,0.0,1606.0,511.0,89.0,2220.0,FALSE,7235,01,B,241,P,4426.0,B/241/P
Earth,TRUE,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7236,01,G,1476,P,0.0,G/1476/P
Mars,FALSE,TRAPPIST-1e,60.0,FALSE,180.0,0.0,414.0,1181.0,0.0,FALSE,7238,01,F,1499,P,1775.0,F/1499/P
Mars,FALSE,TRAPPIST-1e,39.0,FALSE,197.0,0.0,2401.0,0.0,0.0,TRUE,7240,01,F,1392,S,2598.0,F/1392/S
Mars,FALSE,TRAPPIST-1e,18.0,FALSE,49.0,0.0,2885.0,1.0,0.0,TRUE,7240,02,F,1392,S,2935.0,F/1392/S
Europa,TRUE,55 Cancri e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7242,01,B,273,S,0.0,B/273/S
Mars,FALSE,TRAPPIST-1e,45.0,FALSE,1781.0,0.0,17.0,0.0,23.0,FALSE,7246,01,F,1395,S,1821.0,F/1395/S
Earth,FALSE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,1150.0,FALSE,7247,01,F,1396,S,1150.0,F/1396/S
Mars,FALSE,TRAPPIST-1e,21.0,FALSE,1046.0,1.0,0.0,1.0,0.0,FALSE,7249,01,E,482,S,1048.0,E/482/S
Mars,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7249,02,F,1397,S,0.0,F/1397/S
Mars,FALSE,55 Cancri e,51.0,FALSE,40.0,716.0,1907.0,0.0,0.0,TRUE,7250,01,F,1501,P,2663.0,F/1501/P
Mars,FALSE,TRAPPIST-1e,22.0,FALSE,100.0,0.0,1050.0,0.0,23.0,FALSE,7252,01,E,466,P,1173.0,E/466/P
Europa,FALSE,TRAPPIST-1e,26.0,FALSE,0.0,896.0,0.0,690.0,1.0,TRUE,7253,01,D,225,P,1587.0,D/225/P
Earth,FALSE,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7255,01,G,1166,P,0.0,G/1166/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,42.0,606.0,1.0,38.0,100.0,FALSE,7256,01,E,484,S,787.0,E/484/S
Earth,TRUE,55 Cancri e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7257,01,G,1167,P,0.0,G/1167/P
Earth,FALSE,TRAPPIST-1e,27.121112293427764,FALSE,0.0,1.0,12.0,0.0,779.0,FALSE,7257,02,E,467,P,792.0,E/467/P
Earth,FALSE,TRAPPIST-1e,43.0,FALSE,473.0,1390.0,0.0,0.0,0.0,TRUE,7258,01,F,1502,P,1863.0,F/1502/P
Earth,FALSE,PSO J318.5-22,22.0,FALSE,28.0,194.0,2.0,0.0,370.0,TRUE,7259,01,F,1503,P,594.0,F/1503/P
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,401.0,0.0,196.0,0.0,126.0,FALSE,7260,01,F,1398,S,723.0,F/1398/S
Earth,TRUE,PSO J318.5-22,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7261,01,G,1168,P,0.0,G/1168/P
Europa,TRUE,TRAPPIST-1e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7267,01,C,265,S,0.0,C/265/S
Europa,FALSE,TRAPPIST-1e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7267,02,C,265,S,0.0,C/265/S
Earth,FALSE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,27.0,764.0,FALSE,7268,01,E,468,P,791.0,E/468/P
Earth,TRUE,TRAPPIST-1e,37.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7270,01,G,1170,P,0.0,G/1170/P
Earth,FALSE,55 Cancri e,21.0,FALSE,61.0,201.0,222.0,161.0,60.0,FALSE,7271,01,G,1171,P,705.0,G/1171/P
Earth,FALSE,55 Cancri e,36.0,FALSE,207.0,0.0,450.0,94.0,0.0,TRUE,7273,01,G,1183,S,751.0,G/1183/S
Earth,FALSE,TRAPPIST-1e,13.0,FALSE,305.0,582.0,12.0,19.0,0.0,FALSE,7274,01,F,1506,P,918.0,F/1506/P
Earth,FALSE,55 Cancri e,22.0,FALSE,0.0,642.0,0.0,52.0,0.0,FALSE,7276,01,F,1507,P,694.0,F/1507/P
Earth,TRUE,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7277,01,G,1184,S,0.0,G/1184/S
Earth,FALSE,TRAPPIST-1e,17.0,FALSE,405.9443887496133,188.0,795.0,0.0,0.0,TRUE,7278,01,E,485,S,1353.5724738800134,E/485/S
Europa,TRUE,55 Cancri e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7279,01,C,236,P,0.0,C/236/P
Mars,FALSE,TRAPPIST-1e,34.0,FALSE,5959.0,0.0,3.0,0.0,0.0,FALSE,7280,01,F,1508,P,5962.0,F/1508/P
Mars,TRUE,TRAPPIST-1e,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7283,01,F,1509,P,0.0,F/1509/P
Earth,FALSE,TRAPPIST-1e,17.0,FALSE,657.5290353989803,647.0,49.0,74.0,0.0,FALSE,7284,01,G,1174,P,1314.636162079198,G/1174/P
Earth,TRUE,PSO J318.5-22,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7285,01,G,1185,S,0.0,G/1185/S
Europa,FALSE,55 Cancri e,52.0,FALSE,360.0,1314.0,8.0,641.0,66.0,TRUE,7289,01,A,78,P,2389.0,A/78/P
Europa,TRUE,55 Cancri e,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7290,01,D,227,P,0.0,D/227/P
Europa,TRUE,55 Cancri e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7290,02,D,227,P,0.0,D/227/P
Europa,TRUE,55 Cancri e,25.45985269414339,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7290,03,D,227,P,0.0,D/227/P
Europa,FALSE,TRAPPIST-1e,36.0,FALSE,83.0,1186.0,0.0,2160.0,736.0,FALSE,7290,04,D,227,P,4165.0,D/227/P
Europa,FALSE,TRAPPIST-1e,36.0,FALSE,31.0,3585.0,31.0,1400.0,0.0,FALSE,7290,05,D,227,P,5047.0,D/227/P
Mars,FALSE,55 Cancri e,21.0,FALSE,1097.630811545308,0.0,0.0,1.0,378.0,FALSE,7292,01,D,220,S,1381.7542262130935,D/220/S
Mars,FALSE,TRAPPIST-1e,33.0,FALSE,627.0,0.0,171.0,254.0,130.0,FALSE,7296,01,D,228,P,1182.0,D/228/P
Earth,FALSE,TRAPPIST-1e,40.0,FALSE,678.0,0.0,229.0,0.0,0.0,FALSE,7297,01,G,1188,S,907.0,G/1188/S
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,185.0,0.0,478.0,29.0,0.0,TRUE,7298,01,F,1510,P,692.0,F/1510/P
Earth,FALSE,TRAPPIST-1e,35.0,FALSE,0.0,0.0,885.0,0.0,0.0,TRUE,7300,01,G,1189,S,885.0,G/1189/S
Mars,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7301,01,F,1511,P,0.0,F/1511/P
Mars,FALSE,TRAPPIST-1e,33.0,FALSE,728.0,0.0,285.0,0.0,0.0,FALSE,7302,01,E,486,S,1013.0,E/486/S
Earth,FALSE,TRAPPIST-1e,51.0,FALSE,3.0,33.0,12.0,38.0,896.0,FALSE,7303,01,E,487,S,982.0,E/487/S
Mars,TRUE,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7304,01,F,1512,P,0.0,F/1512/P
Earth,TRUE,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7305,01,G,1190,S,0.0,G/1190/S
Earth,FALSE,55 Cancri e,26.0,FALSE,1.0,0.0,0.0,0.0,718.0,TRUE,7306,01,E,471,P,719.0,E/471/P
Earth,FALSE,TRAPPIST-1e,39.0,FALSE,19.0,102.0,0.0,678.0,0.0,FALSE,7307,01,F,1405,S,799.0,F/1405/S
Mars,FALSE,TRAPPIST-1e,14.0,FALSE,738.0,5.0,297.0,0.0,0.0,FALSE,7309,01,F,1513,P,1040.0,F/1513/P
Mars,FALSE,TRAPPIST-1e,28.0,FALSE,1059.0,0.0,6.0,117.0,0.0,FALSE,7310,01,D,229,P,1182.0,D/229/P
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,0.0,949.0,0.0,0.0,0.0,FALSE,7311,01,F,1514,P,949.0,F/1514/P
Mars,FALSE,TRAPPIST-1e,41.0,FALSE,2754.0,398.0,21.0,0.0,0.0,FALSE,7313,01,D,231,P,3173.0,D/231/P
Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,0.0,0.0,1459.2006053825883,0.0,TRUE,7314,01,C,237,P,1539.4913049885677,C/237/P
Earth,FALSE,TRAPPIST-1e,26.0,FALSE,814.0,0.0,29.0,16.0,181.0,FALSE,7320,01,F,1517,P,1040.0,F/1517/P
Mars,TRUE,TRAPPIST-1e,31.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7321,01,F,1518,P,0.0,F/1518/P
Earth,FALSE,TRAPPIST-1e,63.0,FALSE,0.0,0.0,424.0,0.0,2027.0,FALSE,7322,01,F,1408,S,2451.0,F/1408/S
Earth,FALSE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,547.0,504.9472256552493,423.0,FALSE,7323,01,F,1409,S,1562.4087907458288,F/1409/S
Europa,FALSE,TRAPPIST-1e,27.0,FALSE,15.0,2886.0,0.0,249.0,71.0,TRUE,7324,01,C,238,P,3221.0,C/238/P
Earth,FALSE,TRAPPIST-1e,47.0,FALSE,2916.0,0.0,14.0,63.0,0.0,FALSE,7326,01,F,1519,P,2993.0,F/1519/P
Mars,FALSE,TRAPPIST-1e,37.0,FALSE,1413.0,0.0,584.0,3.0,0.0,TRUE,7327,01,F,1520,P,2000.0,F/1520/P
Earth,FALSE,TRAPPIST-1e,14.0,FALSE,399.0,22.0,458.0,506.0,187.0,FALSE,7328,01,F,1410,S,1572.0,F/1410/S
Europa,FALSE,TRAPPIST-1e,27.0,FALSE,0.0,63.0,8.0,129.0,2960.0,FALSE,7330,01,C,268,S,3160.0,C/268/S
Mars,FALSE,TRAPPIST-1e,61.0,FALSE,1711.0,0.0,0.0,0.0,8.0,FALSE,7331,01,D,232,P,1719.0,D/232/P
Earth,FALSE,TRAPPIST-1e,39.0,FALSE,2.0,0.0,0.0,2.0,787.0,FALSE,7332,01,E,488,S,791.0,E/488/S
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,787.0,1.0,492.40912479207,FALSE,7334,01,E,490,S,1181.2731064613117,E/490/S
Earth,FALSE,TRAPPIST-1e,30.0,FALSE,2.0,0.0,5.0,1.0,962.0,FALSE,7336,01,F,1411,S,970.0,F/1411/S
Earth,FALSE,TRAPPIST-1e,26.0,FALSE,0.0,0.0,902.0,0.0,0.0,FALSE,7336,02,F,1411,S,902.0,F/1411/S
Europa,FALSE,TRAPPIST-1e,25.0,FALSE,0.0,115.0,0.0,1823.0,4041.0,FALSE,7337,01,A,89,S,5979.0,A/89/S
Mars,FALSE,TRAPPIST-1e,42.0,FALSE,1318.0,0.0,1386.0,0.0,0.0,FALSE,7338,01,D,233,P,1465.6077202183988,D/233/P
Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,2107.0,0.0,15586.0,473.0,FALSE,7339,01,E,474,P,18166.0,E/474/P
Europa,FALSE,TRAPPIST-1e,60.0,FALSE,0.0,307.0,0.0,484.0,1967.0,FALSE,7340,01,E,475,P,2758.0,E/475/P
Earth,TRUE,55 Cancri e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7341,01,G,1191,S,0.0,G/1191/S
Earth,FALSE,TRAPPIST-1e,50.0,FALSE,0.0,185.0,0.0,1.0,558.0,TRUE,7342,01,G,1178,P,744.0,G/1178/P
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,1.0,95.0,605.0,FALSE,7343,01,F,1412,S,701.0,F/1412/S
Earth,FALSE,PSO J318.5-22,15.0,FALSE,0.0,0.0,9.0,0.0,952.0,FALSE,7344,01,F,1413,S,961.0,F/1413/S
Mars,FALSE,TRAPPIST-1e,27.0,FALSE,0.0,0.0,0.0,0.0,1430.9286104221032,FALSE,7346,01,E,476,P,1387.7571258768614,E/476/P
Earth,FALSE,55 Cancri e,58.0,FALSE,0.0,435.0,2.0,0.0,239.0,FALSE,7347,01,G,1179,P,676.0,G/1179/P
Earth,TRUE,TRAPPIST-1e,48.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7350,01,G,1192,S,0.0,G/1192/S
Europa,TRUE,55 Cancri e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7351,01,D,221,S,0.0,D/221/S
Europa,FALSE,TRAPPIST-1e,60.0,FALSE,0.0,3435.0,0.0,5458.0,10.0,FALSE,7353,01,C,269,S,8903.0,C/269/S
Europa,TRUE,TRAPPIST-1e,46.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7353,02,C,269,S,0.0,C/269/S
Europa,FALSE,TRAPPIST-1e,58.0,FALSE,0.0,1386.0,2.0,128.0,2577.0,TRUE,7353,03,C,60,S,4093.0,C/60/S
Earth,TRUE,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7356,01,G,1181,P,0.0,G/1181/P
Earth,TRUE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7356,02,G,1181,P,0.0,G/1181/P
Earth,FALSE,55 Cancri e,23.0,FALSE,3.0,0.0,2.0,61.0,634.0,FALSE,7358,01,F,1522,P,700.0,F/1522/P
Earth,FALSE,PSO J318.5-22,21.0,FALSE,0.0,434.0,0.0,75.0,135.0,TRUE,7359,01,E,492,S,644.0,E/492/S
Earth,TRUE,55 Cancri e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7360,01,G,1194,S,0.0,G/1194/S
Europa,TRUE,55 Cancri e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7361,01,C,239,P,0.0,C/239/P
Europa,TRUE,55 Cancri e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7361,02,C,239,P,0.0,C/239/P
Earth,FALSE,TRAPPIST-1e,20.0,FALSE,0.0,802.0,0.0,16.0,0.0,FALSE,7365,01,G,1183,P,818.0,G/1183/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,821.0,0.0,0.0,68.0,0.0,FALSE,7366,01,G,1184,P,889.0,G/1184/P
Mars,FALSE,TRAPPIST-1e,21.0,FALSE,2611.0,0.0,103.0,4.0,0.0,FALSE,7367,01,D,234,P,2718.0,D/234/P
Mars,FALSE,TRAPPIST-1e,55.0,FALSE,1236.0,0.0,52.0,0.0,0.0,FALSE,7367,02,F,1523,P,1288.0,F/1523/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,70.0,2.0,0.0,486.0,FALSE,7370,01,F,1525,P,558.0,F/1525/P
Earth,TRUE,55 Cancri e,42.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7371,01,G,1185,P,0.0,G/1185/P
Earth,FALSE,TRAPPIST-1e,40.0,FALSE,2.0,147.0,0.0,1695.0,1147.0,FALSE,7372,01,F,1526,P,2991.0,F/1526/P
Mars,TRUE,TRAPPIST-1e,30.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7374,01,F,1527,P,0.0,F/1527/P
Europa,TRUE,TRAPPIST-1e,26.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7376,01,E,477,P,0.0,E/477/P
Earth,TRUE,PSO J318.5-22,43.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7377,01,G,1186,P,0.0,G/1186/P
Earth,FALSE,TRAPPIST-1e,20.0,FALSE,9.0,0.0,1540.0,0.0,0.0,FALSE,7379,01,F,1416,S,1549.0,F/1416/S
Earth,FALSE,PSO J318.5-22,19.0,FALSE,40.0,0.0,77.0,572.0,0.0,FALSE,7385,01,F,1417,S,689.0,F/1417/S
Europa,FALSE,TRAPPIST-1e,40.0,FALSE,0.0,3508.0,761.0,12.0,32.0,TRUE,7387,01,C,240,P,4313.0,C/240/P
Earth,TRUE,PSO J318.5-22,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7388,01,G,1198,S,0.0,G/1198/S
Earth,FALSE,TRAPPIST-1e,62.0,FALSE,240.0,0.0,0.0,586.0,10.0,FALSE,7390,01,G,1190,P,836.0,G/1190/P
Earth,TRUE,TRAPPIST-1e,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7391,01,G,1191,P,0.0,G/1191/P
Earth,TRUE,TRAPPIST-1e,37.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,7392,01,G,1192,P,0.0,G/1192/P
Earth,FALSE,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,7.0,782.0,FALSE,7393,01,E,478,P,789.0,E/478/P
Earth,FALSE,55 Cancri e,25.0,FALSE,0.0,653.0,21.0,0.0,0.0,FALSE,7394,01,G,1193,P,674.0,G/1193/P
Europa,TRUE,55 Cancri e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7395,01,B,277,S,0.0,B/277/S
Europa,TRUE,TRAPPIST-1e,46.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7395,02,B,277,S,0.0,B/277/S
Europa,FALSE,TRAPPIST-1e,38.0,FALSE,4.0,5974.0,0.0,3682.0,197.0,FALSE,7395,03,B,277,S,9857.0,B/277/S
Europa,FALSE,55 Cancri e,43.0,TRUE,0.0,486.0,0.0,0.0,2470.0,FALSE,7395,04,B,277,S,2956.0,B/277/S
Europa,FALSE,55 Cancri e,28.0,FALSE,6.0,3392.0,3944.0,987.0,0.0,TRUE,7396,01,C,271,S,8329.0,C/271/S
Europa,TRUE,TRAPPIST-1e,31.0,TRUE,0.0,0.0,0.0,0.0,0.0,TRUE,7396,02,C,271,S,0.0,C/271/S
Europa,TRUE,PSO J318.5-22,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7396,03,C,271,S,0.0,C/271/S
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,105.0,271.0,1.0,377.0,17.0,TRUE,7398,01,F,1531,P,771.0,F/1531/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,217.0,0.0,544.0,FALSE,7399,01,F,1418,S,761.0,F/1418/S
Mars,FALSE,55 Cancri e,20.0,FALSE,0.0,0.0,1397.6564520298325,0.0,0.0,FALSE,7401,01,E,479,P,1314.303511827597,E/479/P
Europa,FALSE,TRAPPIST-1e,16.0,FALSE,0.0,1417.0,3.0,27.0,186.0,TRUE,7402,01,C,272,S,1633.0,C/272/S
Europa,TRUE,55 Cancri e,45.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7402,02,C,272,S,0.0,C/272/S
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,294.0,79.0,536.0,0.0,0.0,FALSE,7403,01,G,1194,P,909.0,G/1194/P
Earth,FALSE,TRAPPIST-1e,23.0,FALSE,0.0,1089.0,311.0,0.0,0.0,TRUE,7405,01,F,1419,S,1400.0,F/1419/S
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,78.0,801.0,0.0,7.0,FALSE,7406,01,G,1195,P,886.0,G/1195/P
Mars,FALSE,TRAPPIST-1e,32.0,FALSE,193.0,0.0,1116.0,0.0,0.0,FALSE,7408,01,F,1420,S,1301.696183124548,F/1420/S
Earth,FALSE,TRAPPIST-1e,41.0,FALSE,85.0,804.0,0.0,0.0,0.0,TRUE,7410,01,G,1201,S,889.0,G/1201/S
Earth,FALSE,TRAPPIST-1e,30.0,FALSE,1110.0,0.0,439.0,5.0,0.0,FALSE,7411,01,F,1533,P,1554.0,F/1533/P
Europa,FALSE,55 Cancri e,41.0,TRUE,0.0,10049.0,214.0,5287.0,1845.0,FALSE,7416,01,B,278,S,17395.0,B/278/S
Mars,FALSE,TRAPPIST-1e,7.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7418,01,F,1534,P,0.0,F/1534/P
Earth,FALSE,TRAPPIST-1e,39.0,FALSE,1.0,875.0,0.0,6.0,0.0,TRUE,7419,01,G,1197,P,882.0,G/1197/P
Earth,FALSE,TRAPPIST-1e,47.0,FALSE,0.0,61.0,805.0,0.0,6.0,TRUE,7419,02,F,1535,P,872.0,F/1535/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,550.0,0.0,61.0,4.0,5.0,FALSE,7422,01,G,1204,S,620.0,G/1204/S
Earth,TRUE,TRAPPIST-1e,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,7425,01,G,1200,P,0.0,G/1200/P
